date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:30	3495/3495	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Nov%202019%2006:23:14%20GMT	http://vizulab.com.au/wp-content/uploads/2017/09/OptiTrack-white-450px.png	C:/My%20Web%20Sites/vizual/vizulab.com.au/wp-content/uploads/2017/09/OptiTrack-white-450px.png	(from https://vizulab.com.au/)
14:20:31	26/26	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Mar%202022%2008:50:27%20GMT	https://vizulab.com.au/worldviz-australia/vizmove-standing-vr-system/	C:/My%20Web%20Sites/vizual/vizulab.com.au/worldviz-australia/vizmove-standing-vr-system/index.html	(from https://vizulab.com.au/)
14:20:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Mar%202022%2008:50:28%20GMT	https://vizulab.com.au/worldviz-australia/vizmove-walking-vr-system/	C:/My%20Web%20Sites/vizual/vizulab.com.au/worldviz-australia/vizmove-walking-vr-system/index.html	(from https://vizulab.com.au/)
14:20:31	95121/95121	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2008:38:52%20GMT	https://vizulab.com.au/simulation/	C:/My%20Web%20Sites/vizual/vizulab.com.au/simulation/index.html	(from https://vizulab.com.au/)
14:20:31	121505/121505	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2005:58:14%20GMT	https://vizulab.com.au/virtual-reality/worldviz-precision-position-tracking-ppt/	C:/My%20Web%20Sites/vizual/vizulab.com.au/virtual-reality/worldviz-precision-position-tracking-ppt/index.html	(from https://vizulab.com.au/)
14:20:32	146677/146677	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Feb%202022%2011:40:33%20GMT	https://vizulab.com.au/simulation/haptics/geomagic-phantom-premium-haptic-devices/	C:/My%20Web%20Sites/vizual/vizulab.com.au/simulation/haptics/geomagic-phantom-premium-haptic-devices/index.html	(from https://vizulab.com.au/)
14:20:32	139236/139236	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2014:10:39%20GMT	https://vizulab.com.au/simulation/haptics/geomagic-openhaptics-toolkit/	C:/My%20Web%20Sites/vizual/vizulab.com.au/simulation/haptics/geomagic-openhaptics-toolkit/index.html	(from https://vizulab.com.au/)
14:20:32	110441/110441	---M--	200	added ('OK')	image/jpeg	etag:%2261765e52c68e0d7a%22	https://i0.wp.com/vizulab.com.au/wp-content/uploads/2017/09/worldvis-projected-vr.jpg?fit=1600%2C400&ssl=1	C:/My%20Web%20Sites/vizual/i0.wp.com/vizulab.com.au/wp-content/uploads/2017/09/worldvis-projected-vrada4.jpg	(from https://vizulab.com.au/)
14:20:32	26/26	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Mar%202022%2008:50:31%20GMT	https://vizulab.com.au/worldviz-australia/worldviz-vizible/	C:/My%20Web%20Sites/vizual/vizulab.com.au/worldviz-australia/worldviz-vizible/index.html	(from https://vizulab.com.au/)
14:20:33	107936/107936	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2008:31:33%20GMT	https://vizulab.com.au/visualisation/	C:/My%20Web%20Sites/vizual/vizulab.com.au/visualisation/index.html	(from https://vizulab.com.au/)
14:20:33	5499/5499	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Nov%202019%2006:23:22%20GMT	http://vizulab.com.au/wp-content/uploads/2017/09/OptiTrack-450px.png	C:/My%20Web%20Sites/vizual/vizulab.com.au/wp-content/uploads/2017/09/OptiTrack-450px.26.delayed	(from https://vizulab.com.au/)
